,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
36381,population pyramid creator,36,100,1,,"Video, People also ask, Image pack",visme.co,100.0
36406,youtube channel icon creator,37,100,30,,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",visme.co,3.3333333333333335
36413,create pie chart in google sheets,36,100,3,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,33.333333333333336
36425,how to create high resolution images,38,150,9,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,16.666666666666668
36445,create bar graph in excel,43,500,17,,"Featured snippet, Thumbnail, People also ask, Top stories, Video",visme.co,29.41176470588235
36455,create pie chart in illustrator,39,150,7,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,21.428571428571427
36480,create high resolution images,37,100,12,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,8.333333333333334
36482,how to create flowchart in word,39,300,24,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,12.5
36492,how to create a line graph in excel,44,2300,24,,"Featured snippet, Thumbnail, Top stories, People also ask",visme.co,95.83333333333333
36499,online ad creator,39,150,31,,"Adwords top, Sitelinks, People also ask",visme.co,4.838709677419355
36530,create organization chart in excel,39,150,12,,"Adwords top, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,12.5
36543,free ebook cover creator,45,350,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack, Adwords bottom",visme.co,9.210526315789474
36547,create ebook from pdf,39,150,40,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",visme.co,3.75
36568,interactive timeline creator,35,350,40,Image pack,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,8.75
36569,create a hierarchy chart,39,200,18,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,11.11111111111111
36606,how to create a line graph in google sheets,41,300,2,,"Featured snippet, Thumbnail, Top stories, People also ask, Video, Image pack",visme.co,150.0
36625,create line graph in excel,45,450,25,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, People also ask, Image pack",visme.co,18.0
36635,how to create line graph in google sheets,39,200,4,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,50.0
36647,create an organizational chart in excel,39,100,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,5.2631578947368425
36661,how to create an organizational chart in powerpoint,42,200,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video, Image pack",visme.co,9.090909090909092
36664,creating a flowchart in word,41,300,24,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Image pack",visme.co,12.5
36672,create flow chart in word,41,150,24,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Image pack",visme.co,6.25
36679,youtube profile picture creator,46,350,22,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,15.909090909090908
36724,create org chart in excel,43,200,13,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Image pack",visme.co,15.384615384615385
36781,create a bar graph in excel,45,350,15,,"Featured snippet, Thumbnail, Top stories, People also ask, Image pack, Video",visme.co,23.333333333333332
36795,printable form creator,47,350,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,10.606060606060606
36801,create project timeline,44,200,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Video, Adwords bottom",visme.co,20.0
36814,creating flow charts in excel,42,100,18,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,5.555555555555555
36829,use the following terms to create a concept map,43,150,1,,"Image pack, Top stories, Thumbnail",visme.co,150.0
36836,how to create a certificate in word,43,200,14,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,14.285714285714286
36866,timeline creator online,33,150,37,Image pack,"Adwords top, Sitelinks, People also ask, Image pack",visme.co,4.054054054054054
36874,number line creator,49,400,6,,"People also ask, Video, Image pack",visme.co,66.66666666666667
36877,how to create pie chart in google sheets,43,250,2,,"Top stories, Thumbnail, People also ask",visme.co,125.0
36883,how to create a document,41,200,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,20.0
36897,plantillas power point creativas,45,100,14,,"Image pack, Top stories, Thumbnail, Adwords bottom, Sitelinks",visme.co,7.142857142857143
36899,how to create brochure,33,150,15,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,10.0
36905,what type of software enables you to create dynamic slideshows,44,150,1,,Video,visme.co,150.0
36932,create pie chart in excel,51,900,16,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,56.25
36946,software to create invitations,43,100,9,,"Shopping results, Thumbnail, Adwords top, Featured snippet, People also ask, Sitelinks, Top stories, Adwords bottom",visme.co,11.11111111111111
36952,creating bar graph in excel,47,250,13,,"Featured snippet, Thumbnail, People also ask, Video, Image pack",visme.co,19.23076923076923
36954,best app to create flyers,44,100,27,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,3.7037037037037037
36992,card creator,38,2700,30,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,90.0
37006,google create a graph,38,250,16,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories, Video, Image pack",visme.co,15.625
37043,how to create a high resolution image,45,150,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,15.0
37080,create flow charts in excel,46,150,18,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,8.333333333333334
37094,wedding invitation creator,49,250,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results, Knowledge panel",visme.co,7.575757575757576
37100,creating a pie chart in excel,51,600,15,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,40.0
37108,create your own wallpaper with text,36,150,14,Image pack,"Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,10.714285714285714
37126,interactive pdf creator,46,100,21,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,4.761904761904762
37173,how to create line graph in excel,52,450,24,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,18.75
37179,create free birthday invitations,47,150,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,4.285714285714286
37210,create a pie chart in excel,54,800,15,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,53.333333333333336
37212,mediacreate,52,350,12,,,visme.co,29.166666666666668
37217,create pie chart excel,47,100,16,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",visme.co,6.25
37222,creating a bar graph in excel,51,350,12,,"Featured snippet, Thumbnail, People also ask, Video, Image pack",visme.co,29.166666666666668
37256,how to create a white paper,47,100,25,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,4.0
37289,create a flowchart in word,52,600,24,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,25.0
37302,create poster from photo,48,100,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",visme.co,2.7777777777777777
37319,easy document creator,48,100,1,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,100.0
37323,how to create bar graph in excel,53,500,18,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video",visme.co,27.77777777777778
37326,pyramid creator,48,100,3,,"Top stories, Thumbnail, People also ask",visme.co,33.333333333333336
37329,book creator free app,55,500,24,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,20.833333333333332
37342,how to create a bar graph in excel,61,1800,17,,"Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,105.88235294117646
37361,how to create a project timeline,50,150,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",visme.co,12.5
37385,create iphone wallpaper,52,200,12,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,16.666666666666668
37388,program creator,53,300,5,,"People also ask, Video, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,60.0
37391,fun creative maps,56,500,22,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,22.727272727272727
37397,cover page creator,53,250,31,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,8.064516129032258
37417,best software to create invitations,49,100,5,,"Shopping results, Thumbnail, Adwords top, Featured snippet, People also ask, Sitelinks, Top stories",visme.co,20.0
37448,save the date creator,53,200,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",visme.co,6.451612903225806
37518,excel create pie chart,51,100,16,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,6.25
37523,cover photo creator,46,350,40,Image pack,"People also ask, Top stories, Thumbnail, Image pack",visme.co,8.75
37564,book creator app free,51,100,30,,"Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,3.3333333333333335
37575,create your own travel map,55,300,25,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,12.0
37587,creative presentation tools,43,150,14,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,10.714285714285714
37592,create ppt template,53,150,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,12.5
37652,how to create an organizational chart in excel,53,100,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,4.545454545454546
37705,creating pie chart in excel,57,300,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,25.0
37770,creative linkedin background photo,57,200,24,,"Image pack, People also ask, Sitelinks",visme.co,8.333333333333334
37815,re:creators online,59,250,1,,"Knowledge card, Top stories, Thumbnail, Video, Image pack",visme.co,250.0
37823,advertisement creator,60,350,28,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video",visme.co,12.5
37842,create software,55,300,10,,"Adwords top, Featured snippet, Thumbnail, Top stories, Sitelinks, People also ask",visme.co,30.0
37880,book creater,62,500,21,,"Sitelinks, People also ask, Tweet box, Top stories, Thumbnail",visme.co,23.80952380952381
37888,creating a flowchart in excel,58,250,18,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,13.88888888888889
37932,how to create a histogram in google sheets,59,200,1,,"Featured snippet, Thumbnail, Top stories, People also ask",visme.co,200.0
37959,create media,57,200,13,,"Sitelinks, Top stories, Thumbnail",visme.co,15.384615384615385
38001,create bar chart in excel,60,200,17,,"Featured snippet, Thumbnail, Top stories, People also ask, Video, Image pack",visme.co,11.764705882352942
38055,creator software,60,150,24,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Image pack, Top stories",visme.co,6.25
38061,create birthday invitation card with photo free,62,300,20,,"Adwords top, Sitelinks, Image pack, People also ask, Video, Adwords bottom, Shopping results, Thumbnail",visme.co,15.0
38072,cover creator free,60,150,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.545454545454546
38073,creating,101,15000,28,,"Knowledge card, Top stories, Thumbnail, People also ask",visme.co,535.7142857142857
38111,how to create banner ads,59,100,21,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,4.761904761904762
38162,card creator app,60,100,13,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,7.6923076923076925
38166,create live email,62,150,27,,,visme.co,5.555555555555555
38225,create line chart in excel,63,200,22,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks",visme.co,9.090909090909092
38243,how to create a phamplet,64,200,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Image pack",visme.co,10.526315789473685
38263,how to create a line chart in excel,67,400,22,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, People also ask",visme.co,18.181818181818183
38298,how to create pie chart in excel,69,700,16,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,43.75
38300,how to create an episode,64,150,9,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video",visme.co,16.666666666666668
38345,line creator,66,300,27,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,11.11111111111111
38416,create facebook cover video free,66,150,3,,"Adwords top, Sitelinks, People also ask, Video, Thumbnail, Adwords bottom",visme.co,50.0
38417,creating software,67,200,15,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,13.333333333333334
38423,how to create a flowchart in word,50,1300,24,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,54.166666666666664
38433,creative org charts,66,150,4,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,37.5
38434,youtube name creator,67,200,24,,"People also ask, Top stories, Thumbnail",visme.co,8.333333333333334
38474,how to create a facebook banner,66,150,29,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,5.172413793103448
38534,softwares to create logos,68,150,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,4.545454545454546
38550,how do you create a pie chart in excel,66,100,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,5.2631578947368425
38562,outline creator,73,400,13,,"People also ask, Image pack, Top stories, Thumbnail",visme.co,30.76923076923077
38582,aesthetic creator,71,250,18,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,13.88888888888889
38657,how to create a pamphlet,68,300,14,,"Featured snippet, Thumbnail, Top stories, Image pack, Shopping results",visme.co,21.428571428571427
38685,create a flowchart in excel,69,200,21,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,9.523809523809524
38688,how to create a flowchart in powerpoint,74,500,11,,"Featured snippet, Thumbnail, Top stories, People also ask",visme.co,45.45454545454545
38722,bookcreater,69,100,20,,"Sitelinks, People also ask, Tweet box, Top stories, Thumbnail, Image pack",visme.co,5.0
38732,who created the view,71,150,18,,"People also ask, Sitelinks, Top stories, Thumbnail",visme.co,8.333333333333334
38760,create flowchart in excel,70,200,18,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,11.11111111111111
38768,cool creative maps,73,200,26,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,7.6923076923076925
38771,best free slideshow creator,69,100,28,,"Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Sitelinks",visme.co,3.5714285714285716
38774,create process,69,100,12,,"Sitelinks, Top stories, Thumbnail, Video",visme.co,8.333333333333334
38789,how to create a flowchart in excel,77,800,16,,"Featured snippet, Thumbnail, Top stories, People also ask",visme.co,50.0
38804,create a facebook banner,73,250,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",visme.co,6.578947368421052
38812,how to create ppt templates,77,500,11,,"Featured snippet, Thumbnail, Sitelinks, Top stories",visme.co,45.45454545454545
38815,media create,55,1300,7,,,visme.co,185.71428571428572
38823,who created jpg,71,100,28,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack",visme.co,3.5714285714285716
38841,3rd creative,73,200,1,,"Sitelinks, Image pack",visme.co,200.0
38848,how to create a pie chart in excel,61,2500,18,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories",visme.co,138.88888888888889
38852,how to create a powerpoint slideshow,71,100,32,,"Featured snippet, Thumbnail, Top stories, Sitelinks, Image pack",visme.co,3.125
38898,create video tutorials,73,150,17,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Video, People also ask, Adwords bottom",visme.co,8.823529411764707
38953,how to create video tutorials,73,100,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Video, Adwords bottom",visme.co,4.545454545454546
38982,how to create a diagram in word,75,150,27,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,5.555555555555555
39002,check creator,76,200,40,,"Adwords top, Sitelinks, People also ask, Adwords bottom",visme.co,5.0
39018,create flowchart in word,81,900,24,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",visme.co,37.5
39054,twitch banner creator,54,1100,17,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,64.70588235294117
39057,create your own youtube logo,77,200,14,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack, Adwords bottom",visme.co,14.285714285714286
39058,how to create a poll on facebook timeline 2019,77,200,1,,"People also ask, Top stories, Thumbnail, Video, Image pack",visme.co,200.0
39097,commercial creator,78,200,19,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,10.526315789473685
39136,how to create a mind map,82,450,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,13.235294117647058
39185,ebook creator software,72,350,16,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Image pack, Adwords bottom, Shopping results",visme.co,21.875
39194,create birthday cards,82,350,35,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,10.0
39196,create birthday invitations online,80,200,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,5.128205128205129
39205,create your own personal planner,86,600,31,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,19.35483870967742
39206,how to create line chart in excel,79,250,23,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, People also ask",visme.co,10.869565217391305
39212,link creator,86,700,22,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,31.818181818181817
39221,circle creator,78,150,26,,"Top stories, Thumbnail, Image pack, People also ask",visme.co,5.769230769230769
39309,create a slide show,81,150,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",visme.co,4.545454545454546
39350,create your own pop figure,81,150,2,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,75.0
39447,how to create a process map,84,200,24,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,8.333333333333334
39491,how to create a country,84,250,15,,"Featured snippet, People also ask, Video, Image pack",visme.co,16.666666666666668
39516,logo creator for youtube,84,150,25,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,6.0
39527,how to create bar chart in excel,86,250,20,,"Featured snippet, Thumbnail, Top stories, People also ask, Video, Image pack",visme.co,12.5
39539,create a resume website,83,200,14,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",visme.co,14.285714285714286
39557,shape creator,89,250,17,,"Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,14.705882352941176
39591,creative certificates,85,100,9,,"Sitelinks, Video",visme.co,11.11111111111111
39600,who created c,77,150,24,,"People also ask, Sitelinks, Top stories, Thumbnail",visme.co,6.25
39607,graphic creations,87,450,1,,"Sitelinks, Image pack, Video",visme.co,450.0
39643,how to create ppt template,85,100,12,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,8.333333333333334
39649,pokemon map creator,88,150,1,,"Video, Knowledge panel",visme.co,150.0
39676,book creator sign in,89,200,14,,"Sitelinks, People also ask, Thumbnail",visme.co,14.285714285714286
39682,restaurant menu creator,81,250,34,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,7.352941176470588
39713,creator print,90,200,2,,Sitelinks,visme.co,100.0
39739,create quotes online,77,100,24,Image pack,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.166666666666667
39757,ez video creator,89,150,1,,"Video, Thumbnail",visme.co,150.0
39772,how to create a bar chart in excel with multiple bars,90,200,15,,"Top stories, Thumbnail, People also ask, Sitelinks, Video, Image pack",visme.co,13.333333333333334
39779,cartoon creator software,90,150,17,,"Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,8.823529411764707
39784,create an advertisement online,88,100,28,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",visme.co,3.5714285714285716
39785,create me,91,200,1,,"Top stories, Thumbnail, Sitelinks",visme.co,200.0
39807,create birthday card,96,450,35,,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,12.857142857142858
39836,font creator free download full version,96,600,10,,Video,visme.co,60.0
39859,how to create a bar graph in google sheets,92,250,4,,"Featured snippet, Thumbnail, People also ask, Video, Image pack",visme.co,62.5
39865,create your own software,90,100,6,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks, Image pack",visme.co,16.666666666666668
39899,how to create a powerpoint video,92,200,5,,"Featured snippet, People also ask, Top stories, Thumbnail, Video, Image pack",visme.co,40.0
39919,youtube header creator,87,300,36,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,8.333333333333334
39928,create a flyer on mac,94,200,8,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,25.0
39936,windows error creator,94,150,7,,"Top stories, Thumbnail, Image pack",visme.co,21.428571428571427
39938,create a flowchart in powerpoint,93,150,10,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,15.0
39962,create flowchart in powerpoint,96,250,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Video, Image pack, Adwords bottom",visme.co,20.833333333333332
39987,apk creator,95,300,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom, Knowledge panel",visme.co,8.108108108108109
39989,create interactive video,93,100,4,Video,"Adwords top, Sitelinks, Video, People also ask, Thumbnail, Adwords bottom",visme.co,25.0
40003,how to create a ppt template,95,150,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,12.5
40008,how to create a bar chart in excel,99,450,13,,"Featured snippet, Thumbnail, People also ask, Video, Image pack",visme.co,34.61538461538461
40026,creative powerpoint templates free,96,150,21,,"Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,7.142857142857143
40070,how to create a decision tree in excel,95,100,9,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,11.11111111111111
40072,create stacked bar chart,96,100,11,,"Featured snippet, Thumbnail, Sitelinks, Top stories, People also ask",visme.co,9.090909090909092
40081,creative proposal,98,200,21,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,9.523809523809524
40085,how to create a flyer on mac,96,100,8,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,12.5
40126,drink creator,97,100,26,,"Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack",visme.co,3.8461538461538463
40144,creator of c,98,100,24,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,4.166666666666667
40182,create an ad free,100,150,32,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,4.6875
40205,create your own episode,101,150,31,,"Sitelinks, People also ask, Video",visme.co,4.838709677419355
40219,custom card creator,99,150,40,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, People also ask",visme.co,3.75
40247,facebook cover photo creator,101,450,39,Image pack,"People also ask, Top stories, Thumbnail, Image pack",visme.co,11.538461538461538
40248,youtube banner creator free,100,350,35,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,10.0
40255,menu creator free,101,350,34,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",visme.co,10.294117647058824
40259,scatterplot creator,101,200,21,Image pack,"Top stories, Thumbnail, People also ask, Image pack",visme.co,9.523809523809524
40265,create banner online,101,400,40,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom, Shopping results",visme.co,10.0
40282,create a scatterplot,98,100,21,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,4.761904761904762
40283,create pie graph,101,200,26,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Image pack",visme.co,7.6923076923076925
40295,create a scatter plot online,100,100,16,Image pack,"Top stories, Thumbnail, People also ask, Video, Image pack",visme.co,6.25
40306,creating a scatter plot,102,100,18,Image pack,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,5.555555555555555
40326,scatter plot creator,82,300,22,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,13.636363636363637
40330,create scatter plot,101,500,24,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,20.833333333333332
40337,create a scatter plot,73,800,21,Image pack,"Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,38.095238095238095
40339,tab creator,96,1400,14,,"Sitelinks, Top stories, Thumbnail",visme.co,100.0
40346,software creator,63,1600,1,,"Top stories, Thumbnail, Adwords bottom, Sitelinks, Knowledge panel",visme.co,1600.0
40353,v create,55,1800,1,,"Sitelinks, Video, People also ask, Knowledge panel",visme.co,1800.0
40357,book creator app,87,1100,26,,"Sitelinks, People also ask, Tweet box, Top stories, Thumbnail, Knowledge panel",visme.co,42.30769230769231
40364,hyperlink creator,87,1100,15,,People also ask,visme.co,73.33333333333333
40368,v-create,91,1500,1,,"Sitelinks, Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,1500.0
