,Intent,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
27954,M,personalized engagement banners,35,20,1,,Video,personyze.com,20
27986,M,pop up marketing banners,44,20,35,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Image pack, Adwords bottom",personyze.com,0.571428571
27995,M,pop up advertising banners,44,10,24,,"Shopping results, Thumbnail, Adwords top, People also ask, Image pack, Sitelinks, Top stories, Adwords bottom",personyze.com,0.416666667
28027,L,popup banners,71,450,28,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Adwords bottom",personyze.com,16.07142857
28035,L,popup banner,75,900,28,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",personyze.com,32.14285714
9169,H,banner ad best practices,35,100,13,,"Adwords top, Sitelinks, Knowledge card, Top stories, Thumbnail, People also ask, Adwords bottom",bannersnack.com,7.692307692
28073,M,ai banners,73,20,9,,"Sitelinks, Top stories, Thumbnail, Knowledge panel",personyze.com,2.222222222
28095,N,popup banner coupon,81,40,20,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Shopping results, Thumbnail",personyze.com,2
9206,H,good friday banner,69,100,1,,Image pack,bannersnack.com,100
28129,L,banner pop up,90,20,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom, Shopping results, Knowledge panel",personyze.com,0.555555556
29516,N,atlanta tech banner web,74,350,1,,"Sitelinks, Image pack",springbot.com,350
31900,L,youtube banner,14,43000,39,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,1102.564103
31914,L,youtube banner maker,10,18000,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,514.2857143
31922,L,free youtube banner,8,3100,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,81.57894737
31943,L,youtube banners,9,9400,36,,"Adwords top, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,261.1111111
31998,L,free youtube banner maker,8,1800,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,51.42857143
32015,L,youtube banner creator,9,5800,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,165.7142857
32017,L,youtube banner maker free,7,1300,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,37.14285714
32152,L,free youtube banners,9,700,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,19.44444444
32273,L,banner maker for youtube,8,1400,30,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,46.66666667
32356,L,youtube banner free,8,400,37,,"Adwords top, Sitelinks, Video, Image pack, People also ask",visme.co,10.81081081
32385,L,youtube channel banner maker,10,900,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,25
32406,L,medieval banner maker,8,200,30,,"Image pack, Video, Adwords bottom, Sitelinks",visme.co,6.666666667
32478,L,free yt banners,9,450,37,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,12.16216216
32531,L,yt banner maker,9,300,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack",visme.co,8.823529412
32594,L,banner maker youtube,10,350,35,,"Adwords top, Sitelinks, Video, People also ask, Knowledge panel",visme.co,10
32597,L,banner creator for youtube,6,150,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.285714286
32693,L,linkedin banner template,5,150,7,,"People also ask, Knowledge panel",visme.co,21.42857143
32695,L,free youtube banner creator,7,150,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.411764706
32700,L,cool youtube banners,15,2300,39,,"Image pack, Top stories, Thumbnail, People also ask",visme.co,58.97435897
32707,L,banner youtube,11,1200,35,,"Adwords top, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,34.28571429
32722,L,channel banner maker,9,600,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,17.14285714
32738,M,how to make a banner,19,4500,35,,"Adwords top, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,128.5714286
9384,H,product banners,2,100,15,,"People also ask, Knowledge panel",bannersnack.com,6.666666667
32756,L,make a youtube banner free,7,200,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,5.555555556
32772,L,banner creator youtube,8,150,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.285714286
9478,H,creative banner design,9,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100
32834,L,making youtube banners,11,400,35,,"Featured snippet, Thumbnail, Video, People also ask, Image pack",visme.co,11.42857143
32897,L,youtube banners free,9,200,31,,"Adwords top, Sitelinks, Image pack, Video, People also ask",visme.co,6.451612903
32925,L,twitter banner templates,10,300,7,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,42.85714286
32937,M,fotor banner maker,8,200,6,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,33.33333333
32944,L,youtube channel banner creator,9,200,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,5.555555556
32954,L,youtube banner 2048x1152,13,1700,37,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,45.94594595
32963,L,minecraft youtube banner maker,11,300,34,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,8.823529412
33011,L,make free youtube banner,7,100,37,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,2.702702703
33012,L,free banner maker for youtube,7,100,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,2.857142857
33017,L,channel banner creator,7,100,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,2.857142857
33068,L,twitter banner maker,15,1800,17,,"People also ask, Video, Knowledge panel",visme.co,105.8823529
33088,M,banner fotor,9,150,15,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,10
33125,L,youtube banner generator,10,400,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,11.42857143
33139,L,how to make a youtube banner for free,8,150,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.285714286
33151,L,making youtube banner,11,250,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,7.142857143
33158,L,make a free youtube banner,8,100,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,2.941176471
33187,L,youtube banner creater,9,200,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,5.714285714
33209,L,making a youtube banner,12,300,35,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, People also ask, Video",visme.co,8.571428571
33222,L,twitter banners,24,3300,14,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,235.7142857
33234,L,create your own youtube banner,10,150,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,4.285714286
33243,M,fotor banner,9,150,3,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video",visme.co,50
33256,L,youtube banner art,19,2500,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,65.78947368
33261,L,free banner templates,18,2000,24,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,83.33333333
33273,L,linked in banners,10,450,15,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,30
9487,H,creative web banners,8,100,19,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask",bannersnack.com,5.263157895
33312,N,free printable banner maker,11,200,20,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom",visme.co,10
33338,N,printable banner maker,13,700,19,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Video, Adwords bottom",visme.co,36.84210526
9563,H,1200 x 270 banner,8,100,2,,"Image pack, Sitelinks, Video, People also ask",bannersnack.com,50
33385,L,youtube banner maker online,10,150,36,,"Adwords top, Top stories, Thumbnail, People also ask",visme.co,4.166666667
33477,L,free banner template,15,500,29,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,17.24137931
33495,L,making a banner for youtube,11,150,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.285714286
33530,L,youtube banners 2048x1152,10,200,36,,"Image pack, Top stories, Thumbnail, People also ask",visme.co,5.555555556
33560,L,youtubebanner,11,100,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,2.857142857
33571,L,twitter banner template,23,2800,8,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,350
33899,H,online banner design,13,100,40,,"Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,2.5
33612,N,como hacer un banner,11,100,1,,"Video, Image pack",visme.co,100
33704,L,2048x1152 youtube banner,15,500,36,,"Top stories, Thumbnail, People also ask",visme.co,13.88888889
33788,L,instagram banner maker,14,150,31,,"People also ask, Sitelinks, Top stories, Thumbnail, Image pack",visme.co,4.838709677
33790,M,how to create a banner,16,500,34,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Video",visme.co,14.70588235
33844,N,un banners,14,150,2,,"Image pack, Top stories, Thumbnail, Sitelinks, Video",visme.co,75
33858,L,free facebook banner maker,17,150,37,,"People also ask, Video",visme.co,4.054054054
34304,H,1200 x 480 banner,16,100,15,,"Image pack, People also ask, Sitelinks, Top stories, Thumbnail",visme.co,6.666666667
35147,H,website banner templates,23,100,12,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,8.333333333
33918,M,making a banner,16,400,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video, Adwords bottom",visme.co,18.18181818
33943,N,plantilla para banner,15,150,1,,"Image pack, Sitelinks, Top stories, Thumbnail",visme.co,150
33950,L,twitter banner creator,17,200,17,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,11.76470588
36288,H,website design banners,35,100,34,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, People also ask, Adwords bottom",visme.co,2.941176471
38238,H,server banner maker,62,100,20,,"People also ask, Top stories, Thumbnail, Video, Image pack",visme.co,5
34028,L,graphic banner design,17,200,38,,"Shopping results, Thumbnail, Adwords top, Image pack, Sitelinks, People also ask, Top stories",visme.co,5.263157895
34037,L,pokemon youtube banner,16,150,19,,"Image pack, Top stories, Thumbnail, People also ask",visme.co,7.894736842
34072,L,background for youtube banner,16,150,39,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,3.846153846
34094,L,free linkedin banners,20,250,26,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,9.615384615
34171,L,email banner,17,500,5,,"People also ask, Top stories, Thumbnail, Sitelinks",visme.co,100
34211,L,youtuber banners,16,100,38,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,2.631578947
34233,L,free twitter banner,17,150,23,,"Top stories, Thumbnail, People also ask",visme.co,6.52173913
38393,H,banner images for websites,64,100,5,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,20
34313,L,banner design free download,18,200,31,,"Adwords top, Sitelinks, Top stories, Thumbnail",visme.co,6.451612903
34511,L,create twitter banner,19,150,18,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,8.333333333
34556,L,twitter banner,29,7000,18,,"People also ask, Top stories, Thumbnail",visme.co,388.8888889
39534,H,webdesign banner,83,100,26,,"Shopping results, Thumbnail, Image pack, People also ask, Top stories",visme.co,3.846153846
39805,H,website banner image,89,100,5,,"Adwords top, People also ask, Sitelinks, Top stories, Thumbnail",visme.co,20
34653,L,linkedin banner photos,27,700,30,,"People also ask, Top stories, Thumbnail",visme.co,23.33333333
34729,M,how to make your own banner,20,150,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",visme.co,4.545454545
20,H,products banners,11,80,1,,Image pack,apptus.com,80
34818,L,download twitter banner,23,200,6,,"Top stories, Thumbnail, People also ask",visme.co,33.33333333
34873,L,banner template free,21,150,30,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,5
34925,L,free banner images,25,450,5,,"Adwords top, Sitelinks, Image pack, People also ask",visme.co,90
34937,L,twitter banner template 2018,21,100,12,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,8.333333333
34984,L,linkedin profile banner,24,200,27,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,7.407407407
35093,L,youtube banner resolution,30,1500,18,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,83.33333333
35095,L,linkedin banner photo,21,150,31,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,4.838709677
223,H,what is banner adverts,58,70,38,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",apptus.com,1.842105263
230,H,display banner ads,59,60,23,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",apptus.com,2.608695652
35174,L,linkedin banner image,28,450,27,,"Image pack, People also ask, Top stories, Thumbnail",visme.co,16.66666667
149,H,best web banners,40,50,22,,"Image pack, Top stories, Thumbnail, People also ask",apptus.com,2.272727273
35261,L,linkedin banner images,30,400,25,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,16
35282,L,how to make a twitter banner,26,200,14,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,14.28571429
35303,L,facebook banner creator,33,600,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,15.38461538
35372,L,fb banner maker,26,150,38,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,3.947368421
35461,L,space youtube banner,24,150,25,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,6
35468,L,free fb banner maker,26,100,39,,"Featured snippet, Thumbnail, People also ask, Top stories, Video",visme.co,2.564102564
35525,L,linkedin background banner,29,200,30,,"People also ask, Sitelinks, Top stories, Thumbnail, Knowledge panel",visme.co,6.666666667
35572,L,make a twitter banner,30,150,17,,"Adwords top, Top stories, Thumbnail, People also ask, Image pack",visme.co,8.823529412
35688,L,facebook banner maker,32,3000,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video",visme.co,85.71428571
35787,L,canva youtube banner,36,500,1,,"Video, People also ask, Knowledge panel",visme.co,500
35843,L,gaming banner maker,30,100,14,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,7.142857143
35893,N,medieval banner template,30,100,1,,"Image pack, Video",visme.co,100
35960,L,minecraft youtube banners,33,150,4,,"Video, People also ask, Knowledge panel",visme.co,37.5
35961,L,linkedin banner examples,31,100,24,,"Image pack, People also ask",visme.co,4.166666667
35967,M,how to make banner,28,400,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,16.66666667
220,H,website banner advertising,56,50,37,,"Adwords top, Sitelinks, People also ask, Adwords bottom",apptus.com,1.351351351
36098,L,free twitch banner maker,47,450,17,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,26.47058824
36108,M,how to make banners,35,500,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,15.15151515
36207,L,header banner,35,300,4,,"Image pack, People also ask, Sitelinks, Top stories, Thumbnail",visme.co,75
36269,N,breast cancer banner,37,150,1,,"Shopping results, Thumbnail, Top stories, Knowledge panel",visme.co,150
75,H,e commerce banners,23,40,1,,"Sitelinks, Top stories, Thumbnail, Adwords bottom, Knowledge panel",apptus.com,40
36332,L,media banner,35,100,9,,"Shopping results, Thumbnail, Adwords top, Image pack, People also ask, Top stories",visme.co,11.11111111
36378,L,change youtube banner,36,100,1,,"People also ask, Video",visme.co,100
36395,N,banner publicitario,37,150,1,,"Shopping results, Thumbnail, Image pack, Top stories",visme.co,150
84,H,ecommerce banners,28,40,1,,"Adwords top, Sitelinks, Top stories, Thumbnail, Knowledge panel",apptus.com,40
36449,L,free facebook banners maker,37,100,40,,"People also ask, Image pack, Top stories, Thumbnail",visme.co,2.5
36507,L,best linkedin banners,38,100,28,,"Adwords top, Sitelinks, Image pack, People also ask, Video",visme.co,3.571428571
36528,N,how to duplicate banners in minecraft,38,100,1,,"Top stories, Thumbnail, Sitelinks, People also ask, Video, Image pack",visme.co,100
36806,L,make facebook banner,45,200,38,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,5.263157895
118,H,best website banners,36,40,14,,"Image pack, People also ask, Top stories, Thumbnail",apptus.com,2.857142857
193,H,web banner advertising,48,40,40,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",apptus.com,1
36938,L,best twitter banners,43,100,9,,"Featured snippet, Image pack, Top stories, Thumbnail, People also ask",visme.co,11.11111111
36942,M,vertical banner design,47,500,2,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail",visme.co,250
37024,L,youtube banner guidelines,41,200,19,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,10.52631579
391,H,banner products,99,40,8,,"Adwords top, Sitelinks, Knowledge panel",apptus.com,5
100,H,website advertising banners,30,30,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Adwords bottom",apptus.com,0.789473684
37175,L,blog banner,47,350,3,,"Image pack, People also ask, Video",visme.co,116.6666667
37184,L,youtube banner art size,46,350,25,,"People also ask, Top stories, Thumbnail, Image pack, Video",visme.co,14
37245,L,banner for facebook,47,100,26,,"Top stories, Thumbnail, Knowledge panel",visme.co,3.846153846
131,H,website ad banners,36,30,38,,"Featured snippet, Thumbnail, People also ask, Image pack, Sitelinks, Top stories, Adwords bottom",apptus.com,0.789473684
37358,L,dimensions of youtube banner,52,500,16,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,31.25
37387,L,social media banner,53,700,4,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,175
37426,L,youtube channel banner dimensions,54,700,19,,"Featured snippet, Thumbnail, People also ask, Video",visme.co,36.84210526
37437,L,thanksgiving facebook banners,51,150,1,,Image pack,visme.co,150
37539,L,youtube banner sizes,54,350,16,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",visme.co,21.875
140,H,banners ads,38,30,37,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Image pack",apptus.com,0.810810811
37680,L,youtube desktop banner size,53,150,12,,"Featured snippet, People also ask, Top stories, Thumbnail",visme.co,12.5
37737,L,profilebanner,56,150,6,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,25
37778,L,twitter banner dimensions,44,4400,25,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,176
37829,L,email banner design,56,150,12,,"Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",visme.co,12.5
37854,L,profile banners,58,200,10,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,20
37867,L,what size should a youtube banner be,56,100,16,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,6.25
37910,M,banner design png,57,100,5,,"Sitelinks, Top stories, Thumbnail, Video, Knowledge panel",visme.co,20
37939,L,making facebook banners,58,150,40,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video",visme.co,3.75
37952,L,vaporwave youtube banner,60,300,19,,"Image pack, Top stories, Thumbnail, People also ask",visme.co,15.78947368
37964,L,what size does a youtube banner need to be,57,100,18,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,5.555555556
38006,M,banner graphics,59,400,4,,"Image pack, Sitelinks, Top stories, Thumbnail",visme.co,100
38017,L,youtube banner size desktop,61,200,12,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,16.66666667
38086,M,graphic design banner,57,250,21,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,11.9047619
38111,M,how to create banner ads,59,100,21,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,4.761904762
203,H,online shopping banner,51,30,1,,"Image pack, Top stories, Thumbnail",apptus.com,30
38291,L,twitter banner sizes,65,200,25,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",visme.co,8
38296,L,desktop youtube banner size,62,100,16,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,6.25
38299,L,free twitch banner template,62,100,10,,"Sitelinks, Top stories, Thumbnail, People also ask, Video, Adwords bottom",visme.co,10
249,H,website advertisement banner,61,30,38,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",apptus.com,0.789473684
38376,L,how big should a youtube banner be,63,100,20,,"People also ask, Video",visme.co,5
38382,L,free facebook banners,65,150,38,,"Image pack, People also ask, Top stories, Thumbnail",visme.co,3.947368421
320,H,website ad banner,77,30,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",apptus.com,0.833333333
28060,H,personalize banner,72,30,19,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Image pack, Top stories, People also ask, Adwords bottom",personyze.com,1.578947368
28103,H,personalize banners,83,30,19,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Shopping results",personyze.com,1.578947368
38418,L,banner header,65,150,21,,"Image pack, People also ask, Top stories, Thumbnail",visme.co,7.142857143
38474,L,how to create a facebook banner,66,150,29,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,5.172413793
38501,L,happy new year facebook banner,66,100,1,,Video,visme.co,100
38518,M,graphic banner,65,250,4,,"Image pack, Sitelinks, Top stories, Thumbnail",visme.co,62.5
38530,L,what's the size of a youtube banner,66,100,16,,"Featured snippet, Thumbnail, People also ask, Video, Image pack",visme.co,6.25
38635,L,what size is a youtube banner,68,600,16,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,37.5
111,H,products banner design,31,20,18,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",apptus.com,1.111111111
38804,L,create a facebook banner,73,250,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",visme.co,6.578947368
38825,L,profile banner,72,450,9,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,50
38896,L,facebook banner design,71,200,32,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,6.25
38917,L,youtube banner pixel size,71,300,16,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",visme.co,18.75
38936,L,cartoon banner,75,1200,1,,"Top stories, Thumbnail, Video",visme.co,1200
38937,L,make a facebook banner,77,300,38,,"Adwords top, Sitelinks, People also ask, Image pack, Top stories, Thumbnail",visme.co,7.894736842
38968,L,how to make a facebook banner,78,350,31,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,11.29032258
171,H,product banner design,41,20,34,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",apptus.com,0.588235294
38976,N,leaderboard banner,72,150,2,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,75
38998,M,vertical banners design,74,100,6,,"Image pack, People also ask, Top stories, Thumbnail",visme.co,16.66666667
175,H,web banner images,40,20,4,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",apptus.com,5
39054,L,twitch banner creator,54,1100,17,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,64.70588235
39193,L,how to make banner pictures on instagram,79,150,3,,"Top stories, Thumbnail, People also ask, Image pack, Video",visme.co,50
39204,L,fotor youtube banner,82,300,1,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,300
39298,N,banner cartoon,79,600,1,,"Top stories, Thumbnail",visme.co,600
201,H,search banner ads,49,20,30,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",apptus.com,0.666666667
207,H,fashion banner ads,48,20,1,,"Adwords top, Sitelinks, Top stories, Thumbnail",apptus.com,20
267,H,top banner ads,64,20,24,,"Featured snippet, Image pack, People also ask",apptus.com,0.833333333
39624,N,cheap banner ad,88,200,6,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video, Adwords bottom",visme.co,33.33333333
274,H,example banner ads,66,20,33,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",apptus.com,0.606060606
39655,N,offline banner,90,500,7,,"Adwords top, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,71.42857143
39678,L,super banner,90,250,1,,"Image pack, Video, Thumbnail",visme.co,250
150,H,best web banner ads,34,10,26,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, Image pack, People also ask, Adwords bottom",apptus.com,0.384615385
39775,N,how to copy banners,90,200,1,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,200
290,H,how to design a website banner,66,10,25,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",apptus.com,0.4
39815,N,banner-graphics,92,200,1,,"Image pack, Sitelinks",visme.co,200
39843,N,make your own banner kit,90,100,1,,"Shopping results, Thumbnail, Top stories, Image pack, Adwords bottom, Sitelinks",visme.co,100
39847,L,size of twitter banner,89,200,14,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",visme.co,14.28571429
40065,N,powerpoint banner,95,100,1,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,100
40157,L,linked in banner,102,800,17,Knowledge panel,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,47.05882353
293,H,banner advertisment,68,10,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Image pack",apptus.com,0.263157895
390,H,how to design banner ads,92,10,23,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",apptus.com,0.434782609
40212,L,linkedin banners,101,1500,14,Knowledge panel,"Adwords top, Top stories, Thumbnail, Video, Knowledge panel",visme.co,107.1428571
40248,L,youtube banner creator free,100,350,35,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,10
398,H,good web banners,98,10,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",apptus.com,0.833333333
40307,L,linkedin banner,101,4200,20,Knowledge panel,"People also ask, Top stories, Thumbnail, Video, Knowledge panel",visme.co,210
